order_id,promised_date,delivered_date,delivery_status
21870,2023-08-16,2023-08-17,Delayed
21871,2023-06-21,2023-06-21,On-Time
21872,2022-07-06,2022-07-08,Delayed
21873,2024-05-28,2024-05-30,Delayed
21874,2022-07-11,2022-07-13,Delayed
21875,2022-10-15,2022-10-16,Delayed
21876,2022-01-20,2022-01-21,Delayed
21877,2022-10-26,2022-10-28,Delayed
21878,2023-11-20,2023-11-21,Delayed
21879,2023-10-29,2023-10-30,Delayed
21880,2022-02-15,2022-02-17,Delayed
21881,2023-11-27,2023-11-28,Delayed
21882,2023-11-19,2023-11-19,On-Time
21883,2024-10-05,2024-10-05,On-Time
21884,2022-07-12,2022-07-14,Delayed
21885,2023-11-23,2023-11-25,Delayed
21886,2023-12-11,2023-12-11,On-Time
21887,2025-06-28,2025-06-28,On-Time
21888,2023-07-16,2023-07-17,Delayed
21889,2024-11-30,2024-12-01,Delayed
21890,2023-05-12,2023-05-14,Delayed
21891,2025-05-22,2025-05-24,Delayed
21892,2025-11-10,2025-11-11,Delayed
21893,2024-08-23,2024-08-25,Delayed
21894,2023-06-18,2023-06-18,On-Time
21895,2025-08-23,2025-08-23,On-Time
21896,2024-11-22,2024-11-22,On-Time
21897,2024-03-03,2024-03-04,Delayed
21898,2024-12-03,2024-12-04,Delayed
21899,2022-05-09,2022-05-09,On-Time
21900,2025-06-11,2025-06-12,Delayed
21901,2023-11-11,2023-11-11,On-Time
21902,2025-08-26,2025-08-27,Delayed
21903,2025-07-03,2025-07-04,Delayed
21904,2023-11-11,2023-11-12,Delayed
21905,2025-03-08,2025-03-08,On-Time
21906,2025-12-09,2025-12-11,Delayed
21907,2023-10-28,2023-10-29,Delayed
21908,2022-06-23,2022-06-24,Delayed
21909,2022-07-23,2022-07-23,On-Time
21910,2025-10-23,2025-10-24,Delayed
21911,2025-08-20,2025-08-22,Delayed
21912,2024-08-20,2024-08-20,On-Time
21913,2024-10-08,2024-10-08,On-Time
21914,2023-12-28,2023-12-29,Delayed
21915,2023-01-03,2023-01-05,Delayed
21916,2025-08-30,2025-08-30,On-Time
21917,2023-04-30,2023-04-30,On-Time
21918,2025-04-07,2025-04-08,Delayed
21919,2024-12-07,2024-12-08,Delayed
21920,2022-04-14,2022-04-14,On-Time
21921,2025-08-13,2025-08-14,Delayed
21922,2023-11-17,2023-11-17,On-Time
21923,2025-10-07,2025-10-08,Delayed
21924,2023-10-15,2023-10-15,On-Time
21925,2023-03-12,2023-03-13,Delayed
21926,2023-07-23,2023-07-23,On-Time
21927,2022-06-18,2022-06-18,On-Time
21928,2024-09-10,2024-09-11,Delayed
21929,2025-05-21,2025-05-22,Delayed
21930,2023-09-22,2023-09-22,On-Time
21931,2024-04-21,2024-04-22,Delayed
21932,2025-01-09,2025-01-11,Delayed
21933,2022-07-11,2022-07-12,Delayed
21934,2024-04-22,2024-04-23,Delayed
21935,2024-03-21,2024-03-23,Delayed
21936,2024-11-19,2024-11-20,Delayed
21937,2024-08-26,2024-08-27,Delayed
21938,2024-10-26,2024-10-26,On-Time
21939,2025-10-16,2025-10-17,Delayed
21940,2022-04-10,2022-04-11,Delayed
21941,2022-09-17,2022-09-17,On-Time
21942,2024-04-10,2024-04-11,Delayed
21943,2025-11-13,2025-11-13,On-Time
21944,2024-05-11,2024-05-13,Delayed
21945,2025-06-14,2025-06-14,On-Time
21946,2024-09-10,2024-09-11,Delayed
21947,2024-06-24,2024-06-25,Delayed
21948,2025-02-03,2025-02-05,Delayed
21949,2022-08-09,2022-08-11,Delayed
21950,2023-08-03,2023-08-03,On-Time
21951,2022-02-20,2022-02-22,Delayed
21952,2023-07-26,2023-07-27,Delayed
21953,2022-11-16,2022-11-16,On-Time
21954,2025-10-07,2025-10-07,On-Time
21955,2025-04-21,2025-04-22,Delayed
21956,2022-10-17,2022-10-17,On-Time
21957,2025-02-13,2025-02-14,Delayed
21958,2025-10-13,2025-10-15,Delayed
21959,2025-09-04,2025-09-05,Delayed
21960,2024-10-20,2024-10-21,Delayed
21961,2025-11-30,2025-12-01,Delayed
21962,2025-08-29,2025-08-29,On-Time
21963,2024-06-24,2024-06-24,On-Time
21964,2024-10-26,2024-10-26,On-Time
21965,2024-11-09,2024-11-10,Delayed
21966,2024-09-01,2024-09-01,On-Time
21967,2025-11-05,2025-11-06,Delayed
21968,2025-11-10,2025-11-10,On-Time
21969,2025-11-11,2025-11-11,On-Time
21970,2023-06-16,2023-06-17,Delayed
21971,2023-04-16,2023-04-16,On-Time
21972,2024-07-21,2024-07-22,Delayed
21973,2024-11-28,2024-11-29,Delayed
21974,2023-02-26,2023-02-26,On-Time
21975,2023-10-12,2023-10-14,Delayed
21976,2023-11-05,2023-11-06,Delayed
21977,2022-11-28,2022-11-30,Delayed
21978,2022-09-07,2022-09-07,On-Time
21979,2023-09-10,2023-09-10,On-Time
21980,2023-05-26,2023-05-27,Delayed
21981,2025-09-06,2025-09-06,On-Time
21982,2022-11-27,2022-11-28,Delayed
21983,2023-03-01,2023-03-03,Delayed
21984,2025-11-22,2025-11-22,On-Time
21985,2024-01-04,2024-01-04,On-Time
21986,2024-06-27,2024-06-27,On-Time
21987,2023-11-12,2023-11-12,On-Time
21988,2024-09-11,2024-09-11,On-Time
21989,2022-07-07,2022-07-08,Delayed
21990,2023-03-16,2023-03-17,Delayed
21991,2024-11-21,2024-11-22,Delayed
21992,2023-01-10,2023-01-10,On-Time
21993,2025-07-11,2025-07-12,Delayed
21994,2025-12-31,2026-01-01,Delayed
21995,2023-02-15,2023-02-15,On-Time
21996,2025-04-23,2025-04-24,Delayed
21997,2023-10-02,2023-10-03,Delayed
21998,2024-09-08,2024-09-09,Delayed
21999,2024-10-30,2024-10-30,On-Time
22000,2023-09-17,2023-09-17,On-Time
22001,2024-12-06,2024-12-06,On-Time
22002,2023-03-06,2023-03-08,Delayed
22003,2023-06-28,2023-06-28,On-Time
22004,2024-06-15,2024-06-17,Delayed
22005,2023-04-16,2023-04-16,On-Time
22006,2023-03-29,2023-03-29,On-Time
22007,2023-09-18,2023-09-18,On-Time
22008,2023-09-06,2023-09-07,Delayed
22009,2023-12-20,2023-12-22,Delayed
22010,2022-06-22,2022-06-24,Delayed
22011,2022-09-14,2022-09-15,Delayed
22012,2025-05-16,2025-05-17,Delayed
22013,2024-10-20,2024-10-20,On-Time
22014,2023-08-22,2023-08-23,Delayed
22015,2022-05-26,2022-05-27,Delayed
22016,2022-05-29,2022-05-31,Delayed
22017,2023-10-26,2023-10-27,Delayed
22018,2023-08-10,2023-08-11,Delayed
22019,2022-02-27,2022-02-28,Delayed
22020,2024-10-09,2024-10-11,Delayed
22021,2024-10-25,2024-10-25,On-Time
22022,2022-03-08,2022-03-09,Delayed
22023,2024-08-29,2024-08-31,Delayed
22024,2024-11-17,2024-11-18,Delayed
22025,2024-02-18,2024-02-18,On-Time
22026,2022-05-21,2022-05-22,Delayed
22027,2023-05-31,2023-05-31,On-Time
22028,2025-02-18,2025-02-19,Delayed
22029,2023-10-02,2023-10-02,On-Time
22030,2022-07-01,2022-07-01,On-Time
22031,2022-10-05,2022-10-06,Delayed
22032,2024-12-26,2024-12-26,On-Time
22033,2024-12-19,2024-12-20,Delayed
22034,2024-12-10,2024-12-12,Delayed
22035,2023-05-03,2023-05-04,Delayed
22036,2024-10-24,2024-10-24,On-Time
22037,2023-06-28,2023-06-29,Delayed
22038,2024-11-18,2024-11-19,Delayed
22039,2022-06-25,2022-06-25,On-Time
22040,2022-09-03,2022-09-04,Delayed
22041,2023-12-08,2023-12-09,Delayed
22042,2022-10-31,2022-10-31,On-Time
22043,2024-09-26,2024-09-26,On-Time
22044,2023-12-10,2023-12-10,On-Time
22045,2024-02-19,2024-02-19,On-Time
22046,2023-02-12,2023-02-13,Delayed
22047,2024-08-21,2024-08-23,Delayed
22048,2023-10-13,2023-10-14,Delayed
22049,2025-01-25,2025-01-25,On-Time
22050,2025-01-01,2025-01-03,Delayed
22051,2024-04-25,2024-04-25,On-Time
22052,2023-09-09,2023-09-09,On-Time
22053,2022-10-09,2022-10-10,Delayed
22054,2025-03-22,2025-03-22,On-Time
22055,2024-11-23,2024-11-24,Delayed
22056,2022-12-28,2022-12-29,Delayed
22057,2024-08-02,2024-08-03,Delayed
22058,2024-02-23,2024-02-25,Delayed
22059,2025-12-15,2025-12-16,Delayed
22060,2022-11-17,2022-11-17,On-Time
22061,2023-10-17,2023-10-17,On-Time
22062,2025-08-13,2025-08-15,Delayed
22063,2024-12-19,2024-12-20,Delayed
22064,2025-04-20,2025-04-20,On-Time
22065,2022-01-18,2022-01-18,On-Time
22066,2023-03-12,2023-03-13,Delayed
22067,2024-05-17,2024-05-18,Delayed
22068,2023-12-20,2023-12-20,On-Time
22069,2023-05-26,2023-05-28,Delayed
22070,2022-05-29,2022-05-30,Delayed
22071,2024-01-11,2024-01-11,On-Time
22072,2025-12-26,2025-12-27,Delayed
22073,2024-05-25,2024-05-25,On-Time
22074,2025-01-19,2025-01-19,On-Time
22075,2022-12-26,2022-12-26,On-Time
22076,2022-08-10,2022-08-12,Delayed
22077,2022-12-16,2022-12-18,Delayed
22078,2024-10-20,2024-10-20,On-Time
22079,2022-08-12,2022-08-12,On-Time
22080,2022-01-21,2022-01-22,Delayed
22081,2025-12-20,2025-12-22,Delayed
22082,2023-12-27,2023-12-28,Delayed
22083,2025-10-06,2025-10-07,Delayed
22084,2026-01-01,2026-01-01,On-Time
22085,2024-10-17,2024-10-17,On-Time
22086,2022-09-21,2022-09-22,Delayed
22087,2024-12-01,2024-12-03,Delayed
22088,2024-01-22,2024-01-22,On-Time
22089,2025-12-19,2025-12-20,Delayed
22090,2022-10-21,2022-10-22,Delayed
22091,2023-12-26,2023-12-27,Delayed
22092,2024-11-04,2024-11-05,Delayed
22093,2023-02-03,2023-02-04,Delayed
22094,2022-12-06,2022-12-07,Delayed
22095,2025-09-28,2025-09-28,On-Time
22096,2022-12-12,2022-12-12,On-Time
22097,2022-08-30,2022-08-30,On-Time
22098,2025-12-10,2025-12-11,Delayed
22099,2025-03-15,2025-03-15,On-Time
22100,2025-10-15,2025-10-16,Delayed
22101,2025-12-08,2025-12-10,Delayed
22102,2022-08-29,2022-08-29,On-Time
22103,2023-06-07,2023-06-09,Delayed
22104,2025-01-01,2025-01-03,Delayed
22105,2023-04-17,2023-04-18,Delayed
22106,2025-06-09,2025-06-09,On-Time
22107,2024-10-15,2024-10-15,On-Time
22108,2023-09-19,2023-09-20,Delayed
22109,2025-11-22,2025-11-24,Delayed
22110,2025-12-16,2025-12-16,On-Time
22111,2023-12-22,2023-12-23,Delayed
22112,2023-11-10,2023-11-12,Delayed
22113,2022-01-14,2022-01-14,On-Time
22114,2022-11-18,2022-11-18,On-Time
22115,2022-11-28,2022-11-29,Delayed
22116,2022-06-05,2022-06-05,On-Time
22117,2023-03-12,2023-03-13,Delayed
22118,2025-08-14,2025-08-14,On-Time
22119,2023-11-05,2023-11-07,Delayed
22120,2022-11-02,2022-11-02,On-Time
22121,2022-10-24,2022-10-26,Delayed
22122,2025-02-22,2025-02-24,Delayed
22123,2023-04-22,2023-04-22,On-Time
22124,2025-08-21,2025-08-21,On-Time
22125,2025-12-25,2025-12-26,Delayed
22126,2022-06-07,2022-06-09,Delayed
22127,2023-10-25,2023-10-25,On-Time
22128,2023-12-27,2023-12-27,On-Time
22129,2025-07-25,2025-07-27,Delayed
22130,2023-11-07,2023-11-08,Delayed
22131,2022-11-09,2022-11-09,On-Time
22132,2023-03-04,2023-03-04,On-Time
22133,2024-04-12,2024-04-12,On-Time
22134,2024-12-08,2024-12-09,Delayed
22135,2025-10-26,2025-10-27,Delayed
22136,2023-09-05,2023-09-07,Delayed
22137,2023-05-11,2023-05-12,Delayed
22138,2025-04-14,2025-04-14,On-Time
22139,2024-06-23,2024-06-23,On-Time
22140,2023-11-17,2023-11-19,Delayed
22141,2025-01-10,2025-01-10,On-Time
22142,2024-04-23,2024-04-24,Delayed
22143,2022-02-18,2022-02-20,Delayed
22144,2023-12-05,2023-12-07,Delayed
22145,2024-09-03,2024-09-05,Delayed
22146,2023-12-25,2023-12-26,Delayed
22147,2024-01-07,2024-01-07,On-Time
22148,2022-10-28,2022-10-30,Delayed
22149,2025-09-17,2025-09-18,Delayed
22150,2025-04-08,2025-04-09,Delayed
22151,2022-09-27,2022-09-27,On-Time
22152,2022-09-15,2022-09-16,Delayed
22153,2025-02-06,2025-02-08,Delayed
22154,2022-04-14,2022-04-15,Delayed
22155,2024-12-16,2024-12-17,Delayed
22156,2022-04-01,2022-04-01,On-Time
22157,2023-07-28,2023-07-28,On-Time
22158,2023-07-31,2023-07-31,On-Time
22159,2022-04-15,2022-04-15,On-Time
22160,2024-11-21,2024-11-21,On-Time
22161,2024-06-28,2024-06-29,Delayed
22162,2022-05-17,2022-05-17,On-Time
22163,2024-08-07,2024-08-08,Delayed
22164,2023-10-27,2023-10-28,Delayed
22165,2024-07-30,2024-07-31,Delayed
22166,2022-11-26,2022-11-28,Delayed
22167,2025-06-14,2025-06-14,On-Time
22168,2023-09-13,2023-09-14,Delayed
22169,2022-12-02,2022-12-03,Delayed
22170,2023-05-15,2023-05-16,Delayed
22171,2022-06-02,2022-06-03,Delayed
22172,2025-10-15,2025-10-15,On-Time
22173,2022-12-01,2022-12-01,On-Time
22174,2024-01-07,2024-01-09,Delayed
22175,2022-12-16,2022-12-17,Delayed
22176,2024-04-09,2024-04-10,Delayed
22177,2023-10-13,2023-10-13,On-Time
22178,2022-11-07,2022-11-08,Delayed
22179,2022-09-08,2022-09-08,On-Time
22180,2024-11-15,2024-11-16,Delayed
22181,2023-09-16,2023-09-16,On-Time
22182,2023-05-19,2023-05-20,Delayed
22183,2024-06-05,2024-06-05,On-Time
22184,2024-06-05,2024-06-05,On-Time
22185,2024-02-11,2024-02-12,Delayed
22186,2023-06-17,2023-06-19,Delayed
22187,2025-05-30,2025-06-01,Delayed
22188,2024-08-22,2024-08-22,On-Time
22189,2025-06-30,2025-07-01,Delayed
22190,2023-12-29,2023-12-30,Delayed
22191,2022-10-20,2022-10-21,Delayed
22192,2024-04-21,2024-04-22,Delayed
22193,2023-08-24,2023-08-25,Delayed
22194,2024-09-28,2024-09-29,Delayed
22195,2024-03-29,2024-03-29,On-Time
22196,2024-10-04,2024-10-04,On-Time
22197,2022-11-18,2022-11-18,On-Time
22198,2022-03-22,2022-03-23,Delayed
22199,2023-03-27,2023-03-28,Delayed
22200,2024-12-02,2024-12-02,On-Time
22201,2022-12-10,2022-12-10,On-Time
22202,2022-11-27,2022-11-28,Delayed
22203,2026-01-04,2026-01-06,Delayed
22204,2024-06-22,2024-06-23,Delayed
22205,2025-11-20,2025-11-20,On-Time
22206,2022-05-05,2022-05-06,Delayed
22207,2023-12-29,2023-12-29,On-Time
22208,2023-12-09,2023-12-09,On-Time
22209,2022-10-16,2022-10-17,Delayed
22210,2024-01-31,2024-02-01,Delayed
22211,2024-08-19,2024-08-20,Delayed
22212,2022-11-23,2022-11-25,Delayed
22213,2025-08-02,2025-08-03,Delayed
22214,2024-07-18,2024-07-19,Delayed
22215,2024-05-25,2024-05-26,Delayed
22216,2023-10-28,2023-10-28,On-Time
22217,2024-11-21,2024-11-21,On-Time
22218,2024-10-08,2024-10-08,On-Time
22219,2022-11-27,2022-11-29,Delayed
22220,2025-12-17,2025-12-18,Delayed
22221,2024-10-26,2024-10-28,Delayed
22222,2024-05-01,2024-05-03,Delayed
22223,2025-06-09,2025-06-09,On-Time
22224,2023-09-20,2023-09-21,Delayed
22225,2022-06-27,2022-06-29,Delayed
22226,2022-10-17,2022-10-18,Delayed
22227,2023-07-29,2023-07-30,Delayed
22228,2025-03-02,2025-03-03,Delayed
22229,2025-08-22,2025-08-22,On-Time
22230,2023-05-03,2023-05-04,Delayed
22231,2024-11-18,2024-11-19,Delayed
22232,2023-07-05,2023-07-05,On-Time
22233,2024-01-31,2024-02-01,Delayed
22234,2024-10-11,2024-10-12,Delayed
22235,2025-12-22,2025-12-23,Delayed
22236,2022-10-13,2022-10-14,Delayed
22237,2022-04-29,2022-04-30,Delayed
22238,2023-11-30,2023-11-30,On-Time
22239,2025-08-29,2025-08-31,Delayed
22240,2025-08-09,2025-08-11,Delayed
22241,2025-09-23,2025-09-25,Delayed
22242,2025-10-21,2025-10-22,Delayed
22243,2025-08-21,2025-08-21,On-Time
22244,2023-03-01,2023-03-02,Delayed
22245,2023-11-26,2023-11-28,Delayed
22246,2025-07-06,2025-07-06,On-Time
22247,2025-10-30,2025-10-30,On-Time
22248,2022-11-02,2022-11-02,On-Time
22249,2022-03-09,2022-03-09,On-Time
22250,2025-07-09,2025-07-09,On-Time
22251,2022-05-16,2022-05-17,Delayed
22252,2023-10-13,2023-10-15,Delayed
22253,2024-10-26,2024-10-27,Delayed
22254,2025-08-23,2025-08-24,Delayed
22255,2025-11-16,2025-11-16,On-Time
22256,2023-10-01,2023-10-02,Delayed
22257,2023-12-25,2023-12-27,Delayed
22258,2023-05-14,2023-05-15,Delayed
22259,2023-10-20,2023-10-22,Delayed
22260,2023-07-13,2023-07-13,On-Time
22261,2025-11-11,2025-11-12,Delayed
22262,2023-12-02,2023-12-03,Delayed
22263,2025-08-13,2025-08-15,Delayed
22264,2022-02-10,2022-02-11,Delayed
22265,2024-11-11,2024-11-13,Delayed
22266,2025-09-26,2025-09-28,Delayed
22267,2024-10-20,2024-10-20,On-Time
22268,2024-02-02,2024-02-02,On-Time
22269,2023-10-18,2023-10-18,On-Time
22270,2023-12-23,2023-12-23,On-Time
22271,2023-11-20,2023-11-20,On-Time
22272,2024-10-30,2024-10-31,Delayed
22273,2024-07-12,2024-07-14,Delayed
22274,2023-08-25,2023-08-25,On-Time
22275,2023-03-21,2023-03-23,Delayed
22276,2022-02-06,2022-02-07,Delayed
22277,2025-08-30,2025-08-30,On-Time
22278,2022-08-11,2022-08-11,On-Time
22279,2024-07-15,2024-07-15,On-Time
22280,2025-12-23,2025-12-24,Delayed
22281,2023-10-23,2023-10-24,Delayed
22282,2024-12-05,2024-12-07,Delayed
22283,2025-10-16,2025-10-18,Delayed
22284,2025-01-06,2025-01-08,Delayed
22285,2023-04-28,2023-04-30,Delayed
22286,2024-12-02,2024-12-02,On-Time
22287,2023-08-11,2023-08-12,Delayed
22288,2023-10-31,2023-10-31,On-Time
22289,2024-07-18,2024-07-19,Delayed
22290,2025-11-27,2025-11-27,On-Time
22291,2022-10-22,2022-10-22,On-Time
22292,2024-10-09,2024-10-10,Delayed
22293,2023-10-21,2023-10-22,Delayed
22294,2022-04-18,2022-04-20,Delayed
22295,2022-11-06,2022-11-07,Delayed
22296,2022-03-01,2022-03-01,On-Time
22297,2022-02-17,2022-02-17,On-Time
22298,2023-05-28,2023-05-28,On-Time
22299,2022-03-26,2022-03-27,Delayed
22300,2023-11-28,2023-11-29,Delayed
22301,2024-07-11,2024-07-13,Delayed
22302,2022-08-12,2022-08-12,On-Time
22303,2025-08-12,2025-08-14,Delayed
22304,2023-11-01,2023-11-02,Delayed
22305,2023-06-30,2023-06-30,On-Time
22306,2023-06-07,2023-06-08,Delayed
22307,2022-12-07,2022-12-07,On-Time
22308,2024-06-29,2024-06-29,On-Time
22309,2024-09-05,2024-09-05,On-Time
22310,2023-05-24,2023-05-26,Delayed
22311,2022-12-12,2022-12-12,On-Time
22312,2025-11-24,2025-11-25,Delayed
22313,2023-12-24,2023-12-25,Delayed
22314,2022-06-02,2022-06-03,Delayed
22315,2024-04-25,2024-04-27,Delayed
22316,2022-09-13,2022-09-13,On-Time
22317,2022-07-28,2022-07-29,Delayed
22318,2022-01-08,2022-01-08,On-Time
22319,2025-10-22,2025-10-24,Delayed
22320,2024-02-26,2024-02-27,Delayed
22321,2023-10-12,2023-10-14,Delayed
22322,2025-10-27,2025-10-29,Delayed
22323,2023-12-14,2023-12-14,On-Time
22324,2024-07-11,2024-07-12,Delayed
22325,2025-11-09,2025-11-10,Delayed
22326,2025-11-22,2025-11-22,On-Time
22327,2025-12-18,2025-12-19,Delayed
22328,2024-09-25,2024-09-25,On-Time
22329,2022-09-15,2022-09-15,On-Time
22330,2025-09-15,2025-09-17,Delayed
22331,2024-07-18,2024-07-19,Delayed
22332,2024-04-23,2024-04-24,Delayed
22333,2024-12-11,2024-12-13,Delayed
22334,2022-09-07,2022-09-08,Delayed
22335,2024-01-07,2024-01-08,Delayed
22336,2025-12-02,2025-12-04,Delayed
22337,2025-08-21,2025-08-21,On-Time
22338,2022-12-11,2022-12-12,Delayed
22339,2023-04-05,2023-04-05,On-Time
22340,2024-10-04,2024-10-05,Delayed
22341,2025-09-01,2025-09-02,Delayed
22342,2025-11-17,2025-11-18,Delayed
22343,2023-04-18,2023-04-18,On-Time
22344,2023-12-16,2023-12-17,Delayed
22345,2025-07-09,2025-07-09,On-Time
22346,2022-07-23,2022-07-24,Delayed
22347,2024-06-22,2024-06-23,Delayed
22348,2023-12-31,2023-12-31,On-Time
22349,2023-08-23,2023-08-23,On-Time
22350,2024-07-25,2024-07-27,Delayed
22351,2022-07-06,2022-07-07,Delayed
22352,2023-08-07,2023-08-08,Delayed
22353,2023-10-24,2023-10-24,On-Time
22354,2024-11-09,2024-11-11,Delayed
22355,2023-06-05,2023-06-05,On-Time
22356,2022-06-05,2022-06-06,Delayed
22357,2024-04-11,2024-04-13,Delayed
22358,2025-08-25,2025-08-26,Delayed
22359,2023-06-25,2023-06-25,On-Time
22360,2022-03-06,2022-03-07,Delayed
22361,2025-10-07,2025-10-08,Delayed
22362,2023-06-09,2023-06-10,Delayed
22363,2024-04-11,2024-04-13,Delayed
22364,2022-11-23,2022-11-23,On-Time
22365,2022-10-20,2022-10-21,Delayed
22366,2025-08-10,2025-08-12,Delayed
22367,2025-05-17,2025-05-18,Delayed
22368,2022-12-23,2022-12-23,On-Time
22369,2025-12-25,2025-12-26,Delayed
22370,2023-01-03,2023-01-05,Delayed
22371,2023-08-16,2023-08-16,On-Time
22372,2022-04-19,2022-04-19,On-Time
22373,2025-10-12,2025-10-12,On-Time
22374,2022-10-29,2022-10-29,On-Time
22375,2024-10-10,2024-10-12,Delayed
22376,2022-12-30,2023-01-01,Delayed
22377,2022-12-04,2022-12-04,On-Time
22378,2025-11-29,2025-11-30,Delayed
22379,2025-10-11,2025-10-12,Delayed
22380,2025-08-02,2025-08-03,Delayed
22381,2024-11-06,2024-11-07,Delayed
22382,2023-10-20,2023-10-20,On-Time
22383,2024-08-16,2024-08-16,On-Time
22384,2024-01-31,2024-01-31,On-Time
22385,2025-04-05,2025-04-05,On-Time
22386,2024-07-11,2024-07-11,On-Time
22387,2024-02-18,2024-02-19,Delayed
22388,2023-04-04,2023-04-06,Delayed
22389,2022-09-09,2022-09-11,Delayed
22390,2022-08-17,2022-08-17,On-Time
22391,2024-06-27,2024-06-28,Delayed
22392,2023-03-18,2023-03-20,Delayed
22393,2025-10-12,2025-10-13,Delayed
22394,2023-01-19,2023-01-19,On-Time
22395,2024-10-09,2024-10-10,Delayed
22396,2025-04-06,2025-04-07,Delayed
22397,2022-06-29,2022-06-30,Delayed
22398,2025-04-09,2025-04-11,Delayed
22399,2023-07-10,2023-07-11,Delayed
22400,2025-08-17,2025-08-19,Delayed
22401,2024-08-29,2024-08-31,Delayed
22402,2024-10-30,2024-10-31,Delayed
22403,2025-02-22,2025-02-23,Delayed
22404,2024-10-26,2024-10-28,Delayed
22405,2023-02-10,2023-02-11,Delayed
22406,2024-06-29,2024-06-30,Delayed
22407,2022-09-24,2022-09-24,On-Time
22408,2022-06-17,2022-06-18,Delayed
22409,2024-07-01,2024-07-02,Delayed
22410,2024-03-13,2024-03-14,Delayed
22411,2025-11-19,2025-11-20,Delayed
22412,2024-11-15,2024-11-15,On-Time
22413,2022-10-24,2022-10-25,Delayed
22414,2024-06-23,2024-06-25,Delayed
22415,2023-07-18,2023-07-18,On-Time
22416,2022-07-17,2022-07-17,On-Time
22417,2024-08-09,2024-08-09,On-Time
22418,2024-01-27,2024-01-29,Delayed
22419,2023-05-31,2023-05-31,On-Time
22420,2023-05-08,2023-05-09,Delayed
22421,2023-12-05,2023-12-05,On-Time
22422,2024-11-30,2024-12-02,Delayed
22423,2025-07-28,2025-07-28,On-Time
22424,2025-04-14,2025-04-14,On-Time
22425,2022-06-06,2022-06-07,Delayed
22426,2022-04-06,2022-04-07,Delayed
22427,2022-11-19,2022-11-20,Delayed
22428,2025-11-29,2025-11-29,On-Time
22429,2025-04-22,2025-04-22,On-Time
22430,2023-10-14,2023-10-15,Delayed
22431,2023-11-16,2023-11-17,Delayed
22432,2024-06-13,2024-06-15,Delayed
22433,2024-04-07,2024-04-08,Delayed
22434,2024-03-28,2024-03-28,On-Time
22435,2022-11-08,2022-11-09,Delayed
22436,2022-04-30,2022-05-01,Delayed
22437,2025-04-22,2025-04-23,Delayed
22438,2024-11-20,2024-11-20,On-Time
22439,2024-12-11,2024-12-11,On-Time
22440,2024-06-24,2024-06-25,Delayed
22441,2022-10-12,2022-10-13,Delayed
22442,2022-12-21,2022-12-22,Delayed
22443,2025-11-06,2025-11-07,Delayed
22444,2024-11-18,2024-11-19,Delayed
22445,2023-09-09,2023-09-10,Delayed
22446,2025-10-13,2025-10-14,Delayed
22447,2024-04-22,2024-04-23,Delayed
22448,2024-11-17,2024-11-18,Delayed
22449,2023-08-30,2023-09-01,Delayed
22450,2022-06-07,2022-06-07,On-Time
22451,2022-05-18,2022-05-20,Delayed
22452,2023-10-03,2023-10-04,Delayed
22453,2024-01-25,2024-01-25,On-Time
22454,2024-08-25,2024-08-25,On-Time
22455,2022-02-15,2022-02-15,On-Time
22456,2023-12-14,2023-12-15,Delayed
22457,2024-10-12,2024-10-12,On-Time
22458,2025-05-21,2025-05-22,Delayed
22459,2025-07-17,2025-07-19,Delayed
22460,2023-07-16,2023-07-16,On-Time
22461,2022-08-13,2022-08-14,Delayed
22462,2024-12-23,2024-12-24,Delayed
22463,2023-09-08,2023-09-08,On-Time
22464,2025-07-14,2025-07-15,Delayed
22465,2024-12-24,2024-12-26,Delayed
22466,2023-03-30,2023-04-01,Delayed
22467,2025-11-28,2025-11-28,On-Time
22468,2025-10-29,2025-10-29,On-Time
22469,2022-11-01,2022-11-02,Delayed
22470,2024-04-29,2024-04-30,Delayed
22471,2025-04-07,2025-04-08,Delayed
22472,2024-06-16,2024-06-16,On-Time
22473,2022-10-05,2022-10-07,Delayed
22474,2025-11-08,2025-11-08,On-Time
22475,2024-10-09,2024-10-10,Delayed
22476,2024-07-10,2024-07-11,Delayed
22477,2023-10-21,2023-10-22,Delayed
22478,2023-07-11,2023-07-12,Delayed
22479,2023-10-12,2023-10-14,Delayed
22480,2023-12-12,2023-12-12,On-Time
22481,2022-01-20,2022-01-21,Delayed
22482,2023-09-03,2023-09-04,Delayed
22483,2024-11-19,2024-11-20,Delayed
22484,2024-11-21,2024-11-22,Delayed
22485,2023-08-24,2023-08-24,On-Time
22486,2025-10-23,2025-10-23,On-Time
22487,2023-02-04,2023-02-04,On-Time
22488,2024-07-01,2024-07-03,Delayed
22489,2023-07-14,2023-07-15,Delayed
22490,2024-12-28,2024-12-28,On-Time
22491,2023-04-24,2023-04-26,Delayed
22492,2022-04-22,2022-04-23,Delayed
22493,2023-12-31,2024-01-01,Delayed
22494,2023-08-08,2023-08-08,On-Time
22495,2025-12-02,2025-12-03,Delayed
22496,2023-11-08,2023-11-10,Delayed
22497,2023-07-27,2023-07-28,Delayed
22498,2025-12-27,2025-12-28,Delayed
22499,2024-07-25,2024-07-26,Delayed
22500,2025-10-28,2025-10-28,On-Time
22501,2025-10-25,2025-10-26,Delayed
22502,2023-04-21,2023-04-21,On-Time
22503,2024-10-30,2024-10-30,On-Time
22504,2022-10-31,2022-11-01,Delayed
