order_item_id,return_reason,return_date,refund_amount
41780,Damaged,2024-05-22,165.609
41788,Damaged,2023-05-02,1591.794
41789,Wrong Item,2022-10-11,1690.029
41794,Wrong Item,2022-04-24,1035.306
41795,Damaged,2022-12-03,200.75400000000002
41796,Damaged,2022-04-23,3263.706
41797,Wrong Item,2025-07-01,1775.025
41801,Damaged,2022-08-25,2610.09
41804,No Longer Needed,2022-10-19,2491.056
41808,No Longer Needed,2022-03-27,1439.811
41814,No Longer Needed,2024-07-14,2154.258
41815,Wrong Item,2024-07-09,3839.2019999999998
41820,Wrong Item,2024-11-07,575.0640000000001
41827,Wrong Item,2024-11-22,2450.304
41832,Wrong Item,2022-10-15,2542.7340000000004
41835,Damaged,2024-07-14,950.5170000000002
41836,Damaged,2025-02-19,390.384
41839,No Longer Needed,2024-10-06,3003.0750000000003
41840,No Longer Needed,2022-12-09,834.435
41841,Damaged,2025-11-04,3885.669
41842,No Longer Needed,2025-10-28,1277.6760000000002
41843,Wrong Item,2024-09-03,2672.154
41844,Wrong Item,2024-09-09,375.52500000000003
41845,No Longer Needed,2024-09-10,1894.887
41846,Damaged,2025-11-24,1617.039
41850,Wrong Item,2023-11-02,3065.418
41851,Wrong Item,2023-10-29,1508.7420000000002
41853,Damaged,2022-09-17,1355.373
41854,Wrong Item,2022-09-22,3399.777
41863,Damaged,2023-11-20,2570.571
41865,No Longer Needed,2023-04-30,153.495
41869,No Longer Needed,2024-06-28,1894.6350000000002
41870,Wrong Item,2024-07-02,1197.882
41872,No Longer Needed,2024-11-29,2159.982
41874,Wrong Item,2023-10-13,2445.579
41877,Wrong Item,2025-01-04,1203.9660000000001
41879,Wrong Item,2023-12-14,1987.6590000000003
41882,Damaged,2024-09-25,2868.039
41884,No Longer Needed,2024-09-30,3037.3920000000003
41890,Damaged,2023-11-30,491.895
41894,Wrong Item,2023-07-19,370.20599999999996
41896,Damaged,2025-02-21,1529.82
41897,Wrong Item,2025-02-19,2524.293
41898,Wrong Item,2025-02-23,230.679
41904,Wrong Item,2022-12-20,1064.268
41905,Damaged,2022-12-16,4391.973
41906,Wrong Item,2025-07-31,2239.3979999999997
41910,No Longer Needed,2025-01-22,1994.778
41915,Damaged,2023-10-17,537.111
41917,No Longer Needed,2025-09-15,2805.534
41920,Damaged,2022-07-01,3169.701
41922,Wrong Item,2024-06-27,2477.628
41934,Wrong Item,2025-06-24,1069.866
41938,Damaged,2024-08-16,2108.061
41942,No Longer Needed,2022-05-12,941.9309999999999
41945,Wrong Item,2022-07-18,2330.712
41948,Damaged,2024-12-31,1989.036
41950,Wrong Item,2024-12-23,2770.677
41952,Damaged,2025-01-17,2440.503
41953,Damaged,2025-01-20,3739.3290000000006
41959,Wrong Item,2022-11-08,1024.173
41960,No Longer Needed,2022-11-05,2247.462
41966,No Longer Needed,2022-07-18,2208.933
41967,No Longer Needed,2023-12-17,1827.882
41968,Damaged,2022-06-28,1924.3439999999998
41974,No Longer Needed,2023-01-28,413.208
41977,Wrong Item,2025-10-26,2538.036
41978,Damaged,2025-10-30,3848.58
41980,Damaged,2022-05-11,299.7
41987,Damaged,2023-08-16,224.39700000000002
41989,No Longer Needed,2023-05-19,112.392
41996,Wrong Item,2022-03-25,1617.9750000000001
41998,Damaged,2024-07-05,1886.562
41999,Wrong Item,2024-06-30,3343.356
42002,Damaged,2024-04-02,1570.527
42004,Wrong Item,2025-08-15,1175.517
42007,No Longer Needed,2023-01-23,1316.511
42008,Wrong Item,2025-09-06,1849.1490000000001
42009,No Longer Needed,2025-09-06,2239.587
42012,Damaged,2022-11-04,1311.2640000000001
42014,Damaged,2023-03-28,1992.6630000000002
42016,No Longer Needed,2024-10-09,2312.901
42017,Damaged,2024-10-10,3012.165
42018,Wrong Item,2024-10-06,1325.601
42019,Wrong Item,2022-11-05,747.954
42023,Damaged,2025-08-25,1922.2649999999999
42025,Damaged,2025-08-27,3804.138
42027,No Longer Needed,2022-09-10,1819.0710000000001
42028,Wrong Item,2022-09-11,1605.7710000000002
42029,Damaged,2023-10-05,256.563
42032,Damaged,2025-04-15,2997.6479999999997
42034,Damaged,2025-12-16,2743.2090000000003
42035,Damaged,2025-12-14,3137.049
42037,Damaged,2022-05-22,1094.787
42038,Damaged,2022-05-20,4448.826
42040,No Longer Needed,2022-11-05,1253.934
42041,No Longer Needed,2025-01-09,770.94
42043,Wrong Item,2024-07-27,2659.6890000000003
42044,Damaged,2024-07-26,3636.342
42046,No Longer Needed,2025-12-12,2679.318
42047,No Longer Needed,2025-12-12,1055.943
42050,Damaged,2025-09-14,2986.4610000000002
42051,No Longer Needed,2025-09-10,3142.287
42055,No Longer Needed,2023-10-27,569.637
42056,Wrong Item,2022-09-15,1257.4440000000002
42058,Damaged,2025-06-22,3564.54
42059,Damaged,2023-10-18,3502.098
42060,No Longer Needed,2023-10-14,110.547
42061,Wrong Item,2023-10-16,2371.185
42065,Wrong Item,2022-04-10,1545.03
42067,Damaged,2022-08-05,3358.1340000000005
42068,Wrong Item,2022-08-04,372.04200000000003
42069,Damaged,2024-04-10,2286.909
42080,Damaged,2025-11-22,2370.915
42082,Wrong Item,2023-09-01,1864.728
42090,No Longer Needed,2024-12-05,845.937
42091,No Longer Needed,2023-10-29,774.297
42093,Wrong Item,2025-11-06,2079.207
42094,No Longer Needed,2025-11-06,2473.497
42100,No Longer Needed,2025-11-16,1282.7250000000001
42105,Damaged,2022-12-30,4309.6230000000005
42106,Wrong Item,2024-10-24,2989.764
42108,Wrong Item,2024-10-18,822.159
42112,No Longer Needed,2022-08-09,513.693
42113,Wrong Item,2022-08-12,2851.4159999999997
42115,No Longer Needed,2024-11-15,3199.158
42122,No Longer Needed,2023-11-09,1478.232
42127,Damaged,2025-07-28,2489.787
42131,Wrong Item,2024-08-24,200.49300000000002
42133,Wrong Item,2023-03-01,3026.295
42136,No Longer Needed,2022-01-28,2038.437
42138,No Longer Needed,2025-02-05,950.5350000000001
42142,Wrong Item,2023-08-28,1087.785
42146,No Longer Needed,2024-12-27,1232.388
42159,No Longer Needed,2025-03-28,2284.1820000000002
42160,Wrong Item,2024-05-29,1425.285
42161,No Longer Needed,2024-05-30,3435.1200000000003
42163,Wrong Item,2022-07-21,2216.646
42172,No Longer Needed,2025-06-12,1842.9750000000001
42174,No Longer Needed,2025-06-08,3018.168
42176,No Longer Needed,2024-02-13,2870.037
42177,No Longer Needed,2024-02-09,2438.3700000000003
42179,Damaged,2022-04-18,1239.345
42182,Damaged,2023-09-18,4385.619
42185,Wrong Item,2023-09-22,3678.264
42188,No Longer Needed,2022-05-10,1339.236
42191,Wrong Item,2023-10-23,2770.515
42197,Damaged,2022-10-17,1785.978
42201,Damaged,2023-12-16,1078.3890000000001
42203,No Longer Needed,2024-08-13,1288.287
42208,No Longer Needed,2024-06-20,459.19800000000004
42209,Wrong Item,2024-06-19,1530.504
42212,Wrong Item,2024-05-13,1371.123
42213,No Longer Needed,2024-09-21,2775.8880000000004
42214,Wrong Item,2025-04-18,2890.764
42220,No Longer Needed,2024-07-21,392.09400000000005
42221,Damaged,2024-07-21,183.19500000000002
42223,Damaged,2023-08-22,4224.6810000000005
42227,Damaged,2024-07-29,840.5640000000001
42229,No Longer Needed,2023-07-18,1152.666
42234,No Longer Needed,2023-10-29,754.731
42238,Wrong Item,2022-05-07,1874.4750000000001
42240,No Longer Needed,2024-05-28,277.533
42241,Wrong Item,2024-05-26,1272.7079999999999
42243,Wrong Item,2022-07-22,706.779
42248,Damaged,2025-08-10,2103.309
42253,Wrong Item,2024-07-20,2945.007
42254,Damaged,2025-09-27,251.001
42255,Wrong Item,2025-09-28,662.292
42258,No Longer Needed,2022-11-01,3020.886
42259,Wrong Item,2022-07-30,3401.19
42264,No Longer Needed,2023-09-25,2332.26
42270,No Longer Needed,2024-09-14,1550.502
42273,No Longer Needed,2023-07-27,1835.757
42274,Wrong Item,2024-07-29,2510.0460000000003
42277,Damaged,2024-11-25,1858.887
42278,Wrong Item,2024-11-19,578.898
42280,Wrong Item,2024-10-07,2645.775
42282,Damaged,2023-04-24,986.2739999999999
42292,Wrong Item,2023-01-10,3028.347
42297,Wrong Item,2024-12-26,4245.12
42301,No Longer Needed,2024-09-27,2722.194
42302,No Longer Needed,2024-10-02,3146.076
42308,Damaged,2025-10-05,2831.2200000000003
42314,Wrong Item,2024-06-12,1718.2350000000001
42316,Damaged,2022-11-14,2441.574
42318,Damaged,2022-11-16,2713.608
42326,Wrong Item,2022-07-15,1957.95
42334,No Longer Needed,2024-08-15,3913.6769999999997
42341,No Longer Needed,2022-10-16,2145.429
42351,Wrong Item,2025-10-05,2960.298
42361,No Longer Needed,2025-03-18,1968.3899999999999
42362,No Longer Needed,2025-03-24,362.52000000000004
42369,Damaged,2022-08-01,1637.6760000000002
42370,Wrong Item,2022-04-08,1697.184
42373,Damaged,2023-02-14,558.441
42376,No Longer Needed,2023-09-25,2679.606
42380,Wrong Item,2025-10-11,643.077
42389,Wrong Item,2025-06-20,1380.654
42394,Damaged,2023-11-05,400.365
42399,Damaged,2022-10-22,1157.13
42400,No Longer Needed,2024-10-10,1830.4920000000002
42402,Damaged,2024-09-13,2968.722
42412,Wrong Item,2022-10-15,3747.672
42415,Wrong Item,2024-08-19,1590.201
42418,No Longer Needed,2023-10-23,3095.0009999999997
42421,Wrong Item,2022-09-25,149.13
42423,Damaged,2024-11-20,910.2330000000001
42424,No Longer Needed,2024-11-22,1867.689
42426,Wrong Item,2025-02-27,144.693
42428,No Longer Needed,2025-07-23,2911.815
42429,Wrong Item,2022-05-10,693.0
42431,No Longer Needed,2025-01-22,3688.956
42433,No Longer Needed,2025-01-22,886.626
42436,No Longer Needed,2025-03-26,2889.018
42437,Wrong Item,2023-10-14,3865.869
42438,Damaged,2023-10-20,3241.98
42446,No Longer Needed,2023-12-09,1158.354
42447,No Longer Needed,2023-12-03,2880.09
42459,Damaged,2023-11-17,1958.9579999999999
42460,Damaged,2023-11-14,3038.022
42469,Wrong Item,2024-11-03,2771.3880000000004
42472,No Longer Needed,2022-04-06,1677.303
42474,Wrong Item,2025-03-31,2443.9590000000003
42475,Wrong Item,2025-03-31,1424.061
42477,No Longer Needed,2024-11-22,798.417
42481,No Longer Needed,2024-10-04,3879.126
42482,Damaged,2024-10-03,2935.8810000000003
42484,Wrong Item,2023-06-08,286.92900000000003
42485,Damaged,2024-11-04,2646.585
42488,Wrong Item,2025-11-29,2131.1369999999997
42491,No Longer Needed,2024-11-04,3904.425
42493,No Longer Needed,2025-11-21,973.872
42496,Wrong Item,2024-09-27,1177.065
42498,Wrong Item,2024-04-12,1520.343
42507,No Longer Needed,2023-12-15,1577.259
42510,No Longer Needed,2024-11-22,3740.2920000000004
42511,Wrong Item,2023-11-06,2841.93
42512,No Longer Needed,2023-05-07,695.25
42513,No Longer Needed,2023-05-11,1416.357
42514,No Longer Needed,2026-01-03,1271.655
42515,Damaged,2023-09-28,2810.997
42517,No Longer Needed,2023-10-04,561.9060000000001
42520,Wrong Item,2024-12-05,1695.0059999999999
42522,Damaged,2022-08-17,2895.129
42524,Damaged,2022-06-12,325.71900000000005
42525,Damaged,2022-06-12,1995.9119999999998
42528,Wrong Item,2024-10-30,2986.371
42535,No Longer Needed,2023-02-25,274.833
42537,Damaged,2022-07-27,369.036
42541,No Longer Needed,2022-04-07,1440.576
42544,Damaged,2022-10-31,3511.008
42545,Damaged,2022-10-27,1214.568
42546,Wrong Item,2022-10-23,1257.066
42548,No Longer Needed,2022-11-18,598.923
42551,No Longer Needed,2024-07-26,1704.888
42552,Wrong Item,2024-03-01,4225.581
42554,No Longer Needed,2023-12-24,2059.623
42560,No Longer Needed,2025-11-23,746.793
42563,No Longer Needed,2022-11-27,1970.541
42565,Damaged,2022-04-20,2545.2450000000003
42566,Damaged,2025-12-27,3300.777
42567,No Longer Needed,2024-02-29,2315.7450000000003
42570,Damaged,2024-11-26,945.234
42571,Wrong Item,2024-11-26,1105.533
42576,Damaged,2022-11-16,316.962
42577,Damaged,2022-11-16,2811.915
42578,Damaged,2023-01-24,710.739
42581,No Longer Needed,2023-11-09,512.2890000000001
42586,Damaged,2024-07-29,1156.041
42590,Damaged,2025-10-08,4380.516
42598,No Longer Needed,2024-02-02,1844.847
42599,Damaged,2025-12-21,1580.382
42603,Wrong Item,2023-10-29,1077.048
42606,Damaged,2024-07-02,1444.599
42607,Wrong Item,2025-12-21,746.514
42609,No Longer Needed,2024-10-31,1577.745
42611,No Longer Needed,2022-12-25,895.734
42614,Damaged,2023-07-11,1073.493
42615,No Longer Needed,2025-09-18,3350.1240000000003
42616,Damaged,2024-11-19,2946.843
42619,Wrong Item,2023-12-02,2774.1780000000003
42621,Wrong Item,2022-07-08,3619.8810000000003
42625,Wrong Item,2025-10-15,656.793
42627,Damaged,2022-09-26,3939.7680000000005
42634,Damaged,2022-05-07,1717.191
42635,Damaged,2022-05-08,1686.555
42636,Damaged,2025-12-11,3280.5090000000005
42637,Damaged,2025-12-11,1782.171
42639,Damaged,2025-02-17,248.37300000000002
42640,No Longer Needed,2023-07-05,1485.774
42641,No Longer Needed,2024-12-18,1780.704
42642,No Longer Needed,2024-12-18,241.317
42643,Damaged,2022-04-24,3475.8360000000002
42644,Damaged,2022-04-20,3817.2150000000006
42647,Damaged,2025-08-09,278.046
42650,Damaged,2023-12-15,1070.361
42651,Wrong Item,2023-12-13,1100.682
42653,Wrong Item,2023-05-10,3588.966
42658,No Longer Needed,2022-07-15,2647.764
42662,Wrong Item,2022-07-22,1371.3210000000001
42667,No Longer Needed,2022-12-17,3680.766
42669,Wrong Item,2022-12-12,2130.993
42670,Wrong Item,2022-02-12,3539.808
42671,No Longer Needed,2022-02-07,3165.1380000000004
42680,Damaged,2024-05-05,638.2529999999999
42681,Wrong Item,2023-02-15,1656.441
42682,No Longer Needed,2023-02-19,1463.103
42684,Wrong Item,2024-01-01,2304.576
42687,Wrong Item,2023-05-02,3437.9280000000003
42690,No Longer Needed,2022-09-15,3351.474
42694,Wrong Item,2023-10-11,492.786
42696,Wrong Item,2023-10-19,2098.782
42701,Damaged,2023-05-18,392.67900000000003
42703,Wrong Item,2025-06-30,871.83
42704,No Longer Needed,2022-08-28,2674.368
42706,No Longer Needed,2022-08-29,671.193
42707,Damaged,2024-08-26,2957.85
42708,Damaged,2024-08-24,2817.7920000000004
42711,No Longer Needed,2023-03-10,2750.787
42712,No Longer Needed,2023-03-07,3603.519
42713,No Longer Needed,2023-10-15,210.159
42715,Wrong Item,2024-08-07,2529.324
42716,Wrong Item,2025-10-04,2212.722
42718,Wrong Item,2023-08-04,4115.151000000001
42719,Damaged,2025-10-26,253.60199999999998
42721,Damaged,2025-10-26,1748.025
42722,No Longer Needed,2022-12-23,3084.696
42724,No Longer Needed,2022-12-24,1540.602
42726,Damaged,2025-09-12,3820.9680000000003
42729,No Longer Needed,2025-10-21,2577.276
42730,Wrong Item,2025-10-28,2393.082
42733,No Longer Needed,2025-02-10,1180.134
42735,Damaged,2025-02-20,2499.57
42736,Wrong Item,2025-02-24,2580.6420000000003
42737,Damaged,2025-02-18,210.042
42738,Damaged,2025-04-18,2187.333
42740,Wrong Item,2024-09-20,3079.548
42754,No Longer Needed,2025-11-06,3027.915
42757,Wrong Item,2023-12-20,293.32800000000003
42759,Damaged,2023-09-19,593.712
42760,Wrong Item,2025-03-21,3973.374
42761,Damaged,2022-04-24,641.8710000000001
42763,Damaged,2022-04-22,2801.7270000000003
42765,Wrong Item,2023-11-05,1094.4
42774,No Longer Needed,2023-11-21,1736.109
42775,Damaged,2023-11-23,3892.185
42786,Wrong Item,2025-08-28,577.89
42788,No Longer Needed,2023-11-20,1430.0910000000001
42794,Wrong Item,2024-07-23,3369.357
42795,No Longer Needed,2024-07-19,3041.19
42800,Wrong Item,2025-01-29,1774.296
42802,No Longer Needed,2025-05-10,1498.4460000000001
42806,Damaged,2024-08-09,2008.098
42807,Damaged,2025-10-15,2853.801
42810,Wrong Item,2022-08-08,330.21900000000005
42814,Damaged,2023-01-30,3506.976
42820,No Longer Needed,2025-04-30,1944.783
42822,Damaged,2025-04-30,1243.422
42823,Wrong Item,2024-04-14,1021.131
42824,No Longer Needed,2024-04-18,578.934
42830,Wrong Item,2023-12-19,3323.574
42834,Damaged,2022-06-17,1950.66
42835,No Longer Needed,2022-06-22,1646.91
42836,No Longer Needed,2022-04-15,1042.101
42837,Wrong Item,2022-04-26,2260.305
42838,Damaged,2025-03-29,1377.981
42841,No Longer Needed,2022-05-29,1697.004
42842,Damaged,2022-05-28,4356.099
42843,Wrong Item,2023-02-17,816.453
42846,No Longer Needed,2025-12-29,2204.0280000000002
42849,No Longer Needed,2024-04-18,3385.386
42851,Wrong Item,2023-01-06,2070.468
42852,Wrong Item,2023-01-03,3316.473
42855,Damaged,2024-03-08,3931.137
42856,Damaged,2023-10-11,2115.306
42862,Wrong Item,2022-11-16,3612.42
42865,No Longer Needed,2023-03-05,1874.754
42872,Wrong Item,2025-08-29,2731.212
42877,Damaged,2023-04-26,2129.2200000000003
42880,Wrong Item,2022-10-09,1191.393
42884,No Longer Needed,2022-07-21,165.61800000000002
42886,Damaged,2022-02-18,3626.811
42888,Wrong Item,2022-02-18,3300.1560000000004
42889,Damaged,2025-04-20,1685.754
42895,Wrong Item,2024-07-19,990.864
42897,No Longer Needed,2024-03-15,2484.486
42899,Wrong Item,2024-06-09,1954.683
42904,Wrong Item,2024-12-26,3225.897
42905,No Longer Needed,2024-12-29,2175.6780000000003
42906,Damaged,2025-09-17,1615.554
42907,Damaged,2025-09-14,2487.969
42911,Wrong Item,2024-10-05,400.869
42913,Wrong Item,2024-10-08,1280.124
42916,No Longer Needed,2025-05-07,2060.3070000000002
42919,No Longer Needed,2024-05-14,2170.8360000000002
42920,No Longer Needed,2023-09-05,716.0310000000001
42925,Damaged,2025-09-19,2097.117
42931,No Longer Needed,2022-07-27,3967.434
42932,Wrong Item,2022-08-01,2025.5670000000002
42936,No Longer Needed,2023-09-24,3079.809
42937,No Longer Needed,2023-09-27,3695.796
42940,Wrong Item,2024-12-05,2025.846
42941,Wrong Item,2024-12-07,1886.2020000000002
42943,Wrong Item,2024-01-01,921.2220000000001
42955,Damaged,2023-12-25,745.6949999999999
42958,No Longer Needed,2023-10-24,360.774
42962,Wrong Item,2023-10-13,2700.909
42964,Damaged,2025-12-02,3416.805
42966,Damaged,2025-01-16,1745.424
42972,No Longer Needed,2025-12-22,2742.714
42976,No Longer Needed,2025-08-30,1526.373
42977,Damaged,2025-09-05,1502.784
42981,No Longer Needed,2024-12-17,2657.556
42985,No Longer Needed,2024-05-16,2588.364
42986,Damaged,2022-12-27,2547.0090000000005
42988,Damaged,2023-12-31,3367.161
42992,Damaged,2023-11-18,1402.236
42996,No Longer Needed,2025-07-01,1903.4909999999998
42997,No Longer Needed,2025-06-24,4220.523
42998,Wrong Item,2025-06-27,788.373
42999,No Longer Needed,2024-03-31,2544.408
43000,Damaged,2024-03-27,2296.935
43002,No Longer Needed,2025-09-09,1622.1960000000001
43005,Damaged,2025-08-28,216.747
43009,Damaged,2024-07-31,1223.406
43013,No Longer Needed,2023-03-20,3252.5009999999997
43016,Damaged,2024-08-30,690.012
43018,No Longer Needed,2022-07-12,2353.725
43022,Wrong Item,2025-01-09,3235.9049999999997
43026,Wrong Item,2024-11-23,3170.4840000000004
43033,Wrong Item,2024-09-10,214.443
43035,Wrong Item,2022-10-11,2771.442
43045,No Longer Needed,2022-08-22,2200.563
43046,Wrong Item,2025-06-23,1290.258
43048,No Longer Needed,2025-06-23,460.44000000000005
43049,No Longer Needed,2023-08-21,1932.7409999999998
43052,Damaged,2025-07-10,1461.528
43060,No Longer Needed,2024-09-12,3985.011
43065,Wrong Item,2025-12-27,1941.723
43068,Damaged,2024-06-24,2347.992
43070,Damaged,2023-07-26,1703.1870000000001
43071,No Longer Needed,2023-07-26,3676.842
43072,Wrong Item,2024-12-30,1490.643
43076,No Longer Needed,2024-05-21,2248.929
43079,Damaged,2024-12-18,4261.698
43081,No Longer Needed,2024-09-17,1147.113
43083,No Longer Needed,2022-11-09,1764.783
43084,No Longer Needed,2023-05-28,1931.769
43086,No Longer Needed,2022-09-22,1636.902
43093,Wrong Item,2022-11-22,1390.842
43094,No Longer Needed,2024-05-25,863.793
43096,Wrong Item,2023-04-07,2528.424
43098,No Longer Needed,2022-02-08,715.329
43101,Wrong Item,2023-06-29,1714.7250000000001
43102,No Longer Needed,2023-07-06,1290.393
43104,Damaged,2023-01-29,2329.272
43111,Damaged,2025-12-09,1644.75
43119,Damaged,2022-08-20,709.272
43120,Wrong Item,2024-12-11,1996.9200000000003
43124,Wrong Item,2024-06-21,508.473
43130,Wrong Item,2023-07-04,2430.549
43143,No Longer Needed,2023-09-05,3249.099
43144,Damaged,2023-08-30,3579.174
43145,Wrong Item,2023-09-07,3528.207
43146,Damaged,2023-08-16,2270.7630000000004
43149,Wrong Item,2023-09-11,2378.1240000000003
43156,No Longer Needed,2023-10-10,1887.8670000000002
43157,Damaged,2025-11-13,2220.948
43158,Wrong Item,2025-11-13,3158.937
43159,No Longer Needed,2022-01-18,1886.0670000000002
43165,No Longer Needed,2025-10-09,3378.312
43168,Wrong Item,2025-03-16,401.967
43170,No Longer Needed,2025-03-20,822.618
43171,No Longer Needed,2023-10-11,3047.949
43172,Damaged,2023-10-08,2351.754
43174,Damaged,2023-10-14,3207.69
43178,Wrong Item,2022-12-05,2660.526
43182,Damaged,2023-08-12,1458.999
43184,No Longer Needed,2024-08-23,2946.069
43187,Wrong Item,2024-06-10,1762.326
43188,Wrong Item,2024-06-12,4068.675
43192,Damaged,2025-11-28,2662.3979999999997
43193,No Longer Needed,2025-05-27,3724.5510000000004
43194,Damaged,2025-05-25,2677.194
43195,No Longer Needed,2025-05-21,3938.0760000000005
43196,No Longer Needed,2025-12-11,1714.284
43199,Wrong Item,2023-10-06,2466.297
43201,Wrong Item,2025-07-14,589.185
43202,Wrong Item,2022-11-14,158.751
43205,Damaged,2022-04-11,2274.669
43214,No Longer Needed,2025-11-11,1812.474
43220,Wrong Item,2023-03-11,527.742
43225,No Longer Needed,2024-11-12,1447.803
43226,Damaged,2024-11-15,2243.268
43231,Damaged,2023-08-15,1410.6960000000001
43233,Damaged,2023-09-05,1962.7649999999999
43235,Wrong Item,2024-10-24,2366.451
43241,Wrong Item,2022-11-11,2229.588
43242,Damaged,2022-11-07,2537.919
43243,No Longer Needed,2022-11-09,171.252
43245,Damaged,2023-07-31,1956.348
43246,No Longer Needed,2023-08-01,2394.693
43250,Wrong Item,2025-04-28,3364.389
43255,Wrong Item,2025-06-29,3352.9049999999997
43258,Wrong Item,2022-04-01,1585.413
43259,Wrong Item,2022-03-27,1179.306
43261,Wrong Item,2022-06-26,2465.55
43268,Damaged,2024-07-30,3604.455
43269,Wrong Item,2025-12-17,2881.9170000000004
43271,Wrong Item,2023-12-23,2077.812
43276,Damaged,2025-08-16,980.7660000000001
43279,Wrong Item,2023-12-26,233.45999999999998
43283,Damaged,2025-07-30,1466.082
43284,No Longer Needed,2022-12-01,2632.365
43286,Damaged,2022-11-29,1436.553
43290,No Longer Needed,2023-07-25,3812.733
43294,Wrong Item,2025-07-16,1986.2820000000002
43304,Damaged,2025-03-09,3684.2490000000003
43313,Damaged,2023-12-24,205.767
43314,No Longer Needed,2025-01-10,3163.9770000000003
43318,Wrong Item,2023-08-22,2997.7920000000004
43319,No Longer Needed,2023-03-26,2639.592
43322,No Longer Needed,2023-10-01,2996.64
43323,Wrong Item,2022-06-17,218.25
43326,Damaged,2022-01-29,674.649
43327,Wrong Item,2024-11-21,3706.839
43330,Wrong Item,2022-05-18,974.052
43331,Damaged,2022-05-19,4003.731
43332,Wrong Item,2024-10-27,425.259
43336,No Longer Needed,2022-11-15,3385.1340000000005
43337,Damaged,2022-11-11,896.544
43340,No Longer Needed,2024-07-06,749.772
43350,Damaged,2023-07-01,3589.875
43356,Wrong Item,2023-12-31,516.7800000000001
43359,No Longer Needed,2024-07-28,3174.1380000000004
43361,Damaged,2022-09-24,3331.998
43362,No Longer Needed,2022-09-25,3329.5409999999997
43363,Wrong Item,2025-10-25,1313.991
43365,No Longer Needed,2023-12-15,2540.772
43370,Damaged,2025-06-23,3942.639
43375,Wrong Item,2023-11-19,1979.2979999999998
43377,Wrong Item,2023-09-15,1480.491
43380,Wrong Item,2024-12-20,260.1
43382,No Longer Needed,2022-12-21,790.407
43383,Damaged,2024-10-01,3086.01
43385,No Longer Needed,2023-11-17,1892.187
43387,Damaged,2023-12-28,2596.6890000000003
43396,Wrong Item,2023-03-04,3721.1310000000003
43400,No Longer Needed,2022-05-03,731.565
43406,Wrong Item,2023-09-23,1407.132
43407,Damaged,2024-05-01,358.75800000000004
43413,Wrong Item,2022-12-01,2495.889
43422,No Longer Needed,2024-08-25,889.794
43423,No Longer Needed,2024-08-28,1047.0780000000002
43425,Damaged,2024-05-30,2688.6780000000003
43426,No Longer Needed,2024-06-02,148.09500000000003
43427,Wrong Item,2023-12-04,2019.5549999999998
43429,No Longer Needed,2023-11-28,258.363
43436,Wrong Item,2024-06-27,529.1279999999999
43437,Damaged,2024-01-03,2379.69
43438,Damaged,2022-09-05,890.901
43441,No Longer Needed,2024-08-12,919.206
43442,No Longer Needed,2025-06-16,458.19000000000005
43444,Damaged,2023-11-13,224.028
43451,Damaged,2022-06-16,4262.976000000001
43453,Wrong Item,2023-10-03,2084.193
43455,No Longer Needed,2023-09-25,3084.453
43459,Wrong Item,2025-01-21,1855.7549999999999
43464,Wrong Item,2023-04-11,3518.433
43465,Damaged,2023-04-12,1531.152
43466,Damaged,2022-04-10,2396.7630000000004
43470,Damaged,2025-01-23,1747.845
43471,No Longer Needed,2025-12-17,2442.141
43475,No Longer Needed,2024-12-23,2850.732
43478,Damaged,2023-07-10,2337.507
43479,No Longer Needed,2022-02-19,2775.168
43481,No Longer Needed,2024-08-25,586.836
43486,Damaged,2024-10-30,1837.0800000000002
43487,Wrong Item,2024-10-30,2212.1820000000002
43490,No Longer Needed,2022-04-27,395.55
43492,Damaged,2025-10-30,3132.693
43493,Damaged,2023-06-12,2183.976
43494,No Longer Needed,2023-06-11,490.30199999999996
43498,Wrong Item,2022-08-01,1387.665
43499,Damaged,2022-10-22,3501.4320000000002
43501,No Longer Needed,2022-10-26,226.053
43503,Damaged,2023-10-21,3532.3920000000003
43507,No Longer Needed,2024-09-25,615.978
43508,Wrong Item,2025-03-14,2820.5460000000003
43511,No Longer Needed,2023-08-14,420.28200000000004
43512,Damaged,2023-08-14,3415.68
43514,Damaged,2023-07-20,909.45
43516,No Longer Needed,2024-11-15,2272.851
43517,Wrong Item,2024-11-15,2286.135
43518,Wrong Item,2024-08-04,1052.901
43520,Wrong Item,2025-11-03,2972.7000000000003
43522,Damaged,2024-08-14,3662.208
43526,Wrong Item,2022-08-14,3073.077
43527,No Longer Needed,2022-08-22,415.485
43528,No Longer Needed,2022-09-21,3434.391
43530,Damaged,2024-09-14,1014.759
43531,Damaged,2024-09-09,2659.446
43536,Damaged,2023-10-27,1985.0670000000002
43538,Damaged,2023-10-29,1692.621
43539,Damaged,2022-12-05,1683.711
43542,Wrong Item,2024-12-22,166.104
43543,Damaged,2024-12-20,885.618
43545,Damaged,2022-05-27,3581.721
43547,No Longer Needed,2022-05-24,316.647
43548,Wrong Item,2024-03-10,2248.605
43549,Damaged,2024-03-08,4082.5260000000003
43553,No Longer Needed,2023-12-10,1294.632
43554,Damaged,2023-04-04,1417.959
43557,Damaged,2025-10-16,2313.4590000000003
43558,No Longer Needed,2023-10-16,2798.316
43559,Damaged,2023-12-24,212.643
43580,No Longer Needed,2023-09-02,2100.087
43582,No Longer Needed,2024-12-06,3609.216
43587,No Longer Needed,2024-08-15,2618.5229999999997
